comb08,comb08U,combE,displ,drive,fuelType,fuelType1,id,make,model,VClass,year,atvType,evMotor,createdOn,modifiedOn
39,38.5315,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,32093,Toyota,Camry Hybrid XLE,Midsize Cars,2012,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
20,19.7016,0,4.4,Rear-Wheel Drive,Premium,Premium Gasoline,32098,BMW,ActiveHybrid 7L,Large Cars,2012,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
50,49.5183,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,32183,Toyota,Prius c,Compact Cars,2012,Hybrid,144V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,36.0816,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32186,Hyundai,Sonata Hybrid,Midsize Cars,2012,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,36,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32187,Kia,Optima Hybrid,Midsize Cars,2012,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.6813,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32208,Chevrolet,Malibu eAssist,Midsize Cars,2013,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
31,31.3156,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,32339,Lexus,GS 450h,Midsize Cars,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
29,29.4292,0,3.5,Front-Wheel Drive,Premium,Premium Gasoline,32344,Lexus,RX 450h,Small Sport Utility Vehicle 2WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
28,28.3029,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,32350,Lexus,RX 450h AWD,Small Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
29,28.6813,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32399,Buick,Regal eAssist,Midsize Cars,2013,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.6813,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,32400,Buick,LaCrosse eAssist,Midsize Cars,2013,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
29,28.6262,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,32493,Infiniti,M35h,Midsize Cars,2013,Hybrid,346V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,32626,Chevrolet,Silverado 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,32627,GMC,Sierra 15 Hybrid 2WD,Standard Pickup Trucks 2WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0219,0,6,4-Wheel Drive,Regular,Regular Gasoline,32628,Chevrolet,Silverado 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0219,0,6,4-Wheel Drive,Regular,Regular Gasoline,32629,GMC,Sierra 15 Hybrid 4WD,Standard Pickup Trucks 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,32644,Cadillac,Escalade Hybrid 2WD,Standard Sport Utility Vehicle 2WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,32645,Chevrolet,Tahoe Hybrid 2WD,Standard Sport Utility Vehicle 2WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0782,0,6,Rear-Wheel Drive,Regular,Regular Gasoline,32646,GMC,Yukon 1500 Hybrid 2WD,Standard Sport Utility Vehicle 2WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,32649,Cadillac,Escalade Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0219,0,6,4-Wheel Drive,Regular,Regular Gasoline,32650,Chevrolet,Tahoe Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,32651,GMC,Yukon 1500 Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.2834,0,6,4-Wheel Drive,Regular,Regular Gasoline,32652,GMC,Yukon Denali 1500 Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
40,39.6307,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,32711,Lexus,ES 300h,Midsize Cars,2013,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
21,21.4108,0,3,All-Wheel Drive,Premium,Premium Gasoline,32737,Volkswagen,Touareg Hybrid,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.0341,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,32795,Mercedes-Benz,S400 Hybrid,Large Cars,2013,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
25,25.3067,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,32798,Porsche,Panamera S Hybrid,Large Cars,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.4108,0,3,All-Wheel Drive,Premium,Premium Gasoline,32813,Porsche,Cayenne S Hybrid,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
40,40,0,2,Front-Wheel Drive,Regular,Regular Gasoline,33010,Ford,C-MAX Hybrid FWD,Large Cars,2013,Hybrid,280V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,27.9884,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,33072,BMW,ActiveHybrid 3,Compact Cars,2013,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,25.6519,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,33073,BMW,ActiveHybrid 5,Midsize Cars,2013,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,41.3064,0,2,Front-Wheel Drive,Regular,Regular Gasoline,33083,Ford,Fusion Hybrid FWD,Midsize Cars,2013,Hybrid,280V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38.0128,0,1.5,Front-Wheel Drive,Premium,Premium Gasoline,33148,Acura,ILX Hybrid,Compact Cars,2013,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
41,41.0125,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,33158,Honda,Insight,Compact Cars,2013,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,41.1117,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,33159,Honda,Insight,Compact Cars,2013,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
28,27.5591,0,3.5,All-Wheel Drive,Regular,Regular Gasoline,33260,Toyota,Highlander Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
42,42,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,33288,Lexus,CT 200h,Compact Cars,2013,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38,0,2,Front-Wheel Drive,Regular,Regular Gasoline,33295,Lincoln,MKZ Hybrid FWD,Midsize Cars,2013,Hybrid,275V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
25,25.4445,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,33296,BMW,ActiveHybrid 7L,Large Cars,2013,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,26.3065,0,2,All-Wheel Drive,Premium,Premium Gasoline,33301,Audi,Q5 Hybrid,Small Sport Utility Vehicle 4WD,2013,Hybrid,266V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
50,49.5173,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,33315,Toyota,Prius c,Compact Cars,2013,Hybrid,144V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
48,47.6621,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,33324,Toyota,Prius,Midsize Cars,2013,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,40.8482,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,33331,Toyota,Prius v,Midsize Station Wagons,2013,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,26.4116,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,33343,Mercedes-Benz,E400 Hybrid,Midsize Cars,2013,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,25.6524,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,33363,BMW,ActiveHybrid 5,Midsize Cars,2012,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
44,44.098,0,1.4,Front-Wheel Drive,Premium,Premium Gasoline,33366,Volkswagen,Jetta Hybrid,Compact Cars,2013,Hybrid,220V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
20,20.4182,0,5,All-Wheel Drive,Premium,Premium Gasoline,33371,Lexus,LS 600h L,Midsize Cars,2013,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
40,39.6307,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,33373,Toyota,Avalon Hybrid,Midsize Cars,2013,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
40,40.0374,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,33374,Toyota,Camry Hybrid LE,Midsize Cars,2013,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
39,38.5333,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,33375,Toyota,Camry Hybrid XLE,Midsize Cars,2013,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
33,33.3612,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,33465,Honda,CR-Z,Two Seaters,2013,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,36.397,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,33501,Honda,CR-Z,Two Seaters,2013,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
44,43.634,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,33507,Honda,Civic Hybrid,Compact Cars,2013,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
37,36.5085,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33528,Hyundai,Sonata Hybrid Limited,Midsize Cars,2013,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
37,36.6693,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33529,Hyundai,Sonata Hybrid,Midsize Cars,2013,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
36,35.9523,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33530,Kia,Optima Hybrid EX,Midsize Cars,2013,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
37,36.6693,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33531,Kia,Optima Hybrid,Midsize Cars,2013,Hybrid,270V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
38,38.0102,0,1.5,Front-Wheel Drive,Premium,Premium Gasoline,33607,Acura,ILX Hybrid,Compact Cars,2014,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
21,21.4108,0,3,All-Wheel Drive,Premium,Premium Gasoline,33756,Volkswagen,Touareg Hybrid,Standard Sport Utility Vehicle 4WD,2014,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.3133,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33837,Buick,Regal eAssist,Midsize Cars,2014,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.3133,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33838,Buick,LaCrosse eAssist,Midsize Cars,2014,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.3133,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33844,Chevrolet,Malibu eAssist,Midsize Cars,2014,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,26.4116,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,33848,Mercedes-Benz,E400 Hybrid,Midsize Cars,2014,Hybrid,126V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.3133,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,33853,Chevrolet,Impala eAssist,Large Cars,2014,Hybrid,115V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,26.3065,0,2,All-Wheel Drive,Premium,Premium Gasoline,33873,Audi,Q5 Hybrid,Small Sport Utility Vehicle 4WD,2014,Hybrid,266V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
31,31.4831,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,34059,Infiniti,Q50 Hybrid,Compact Cars,2014,Hybrid,346V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
30,30.0357,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,34060,Infiniti,Q50S Hybrid,Compact Cars,2014,Hybrid,346V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
30,30.3575,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,34061,Infiniti,Q50 Hybrid AWD,Compact Cars,2014,Hybrid,346V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,28.2413,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,34062,Infiniti,Q50S Hybrid AWD,Compact Cars,2014,Hybrid,346V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
21,21.4108,0,3,All-Wheel Drive,Premium,Premium Gasoline,34129,Porsche,Cayenne S Hybrid,Standard Sport Utility Vehicle 4WD,2014,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
44,44.098,0,1.4,Front-Wheel Drive,Premium,Premium Gasoline,34167,Volkswagen,Jetta Hybrid,Compact Cars,2014,Hybrid,220V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
40,40.0374,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,34290,Toyota,Camry Hybrid LE,Midsize Cars,2014,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
39,38.539,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,34291,Toyota,Camry Hybrid XLE/SE,Midsize Cars,2014,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,41.2471,0,2,Front-Wheel Drive,Regular,Regular Gasoline,34312,Ford,Fusion Hybrid FWD,Midsize Cars,2014,Hybrid,280V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
38,38,0,2,Front-Wheel Drive,Regular,Regular Gasoline,34316,Lincoln,MKZ Hybrid FWD,Midsize Cars,2014,Hybrid,280V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,40.7853,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,34317,Toyota,Prius v,Midsize Station Wagons,2014,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,41.0125,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,34337,Honda,Insight,Compact Cars,2014,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
41,41.1117,0,1.3,Front-Wheel Drive,Regular,Regular Gasoline,34338,Honda,Insight,Compact Cars,2014,Hybrid,101V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
29,29.4292,0,3.5,Front-Wheel Drive,Premium,Premium Gasoline,34379,Lexus,RX 450h,Small Sport Utility Vehicle 2WD,2014,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
28,28.3029,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,34387,Lexus,RX 450h AWD,Small Sport Utility Vehicle 4WD,2014,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
47,46.6875,0,2,Front-Wheel Drive,Regular,Regular Gasoline,34395,Honda,Accord Hybrid,Midsize Cars,2014,Hybrid,259V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
36,36.397,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,34426,Honda,CR-Z,Two Seaters,2014,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
33,33.3612,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,34427,Honda,CR-Z,Two Seaters,2014,Hybrid,144V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
28,27.9699,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,34431,BMW,ActiveHybrid 3,Compact Cars,2014,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,25.6519,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,34433,BMW,ActiveHybrid 5,Midsize Cars,2014,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
25,25.4387,0,3,Rear-Wheel Drive,Premium,Premium Gasoline,34438,BMW,ActiveHybrid 7L,Large Cars,2014,Hybrid,374V Li-Ion,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
40,39.6307,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,34481,Lexus,ES 300h,Midsize Cars,2014,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
31,31.3435,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,34484,Lexus,GS 450h,Midsize Cars,2014,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
20,20.4157,0,5,All-Wheel Drive,Premium,Premium Gasoline,34485,Lexus,LS 600h L,Midsize Cars,2014,Hybrid,288V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
40,39.6307,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,34486,Toyota,Avalon Hybrid,Midsize Cars,2014,Hybrid,245V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
48,47.667,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,34489,Toyota,Prius,Midsize Cars,2014,Hybrid,202V Ni-MH,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
26,26,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,34542,Infiniti,QX60 Hybrid FWD,Standard Sport Utility Vehicle 2WD,2014,Hybrid,144V Li-Ion,Tue Oct 29 00:00:00 EDT 2013,Wed Apr 05 00:00:00 EDT 2017
26,26,0,2.5,Front-Wheel Drive,Regular,Regular Gasoline,34543,Nissan,Pathfinder Hybrid 2WD,Standard Sport Utility Vehicle 2WD,2014,Hybrid,144V Li-Ion,Tue Oct 29 00:00:00 EDT 2013,Mon Sep 26 00:00:00 EDT 2016
26,27.1329,0,2.5,All-Wheel Drive,Regular,Regular Gasoline,34544,Infiniti,QX60 Hybrid AWD,Standard Sport Utility Vehicle 4WD,2014,Hybrid,144V Li-Ion,Tue Oct 29 00:00:00 EDT 2013,Wed Apr 05 00:00:00 EDT 2017
26,26,0,2.5,4-Wheel Drive,Regular,Regular Gasoline,34545,Nissan,Pathfinder Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2014,Hybrid,144V Li-Ion,Tue Oct 29 00:00:00 EDT 2013,Mon Sep 26 00:00:00 EDT 2016
42,42,0,1.8,Front-Wheel Drive,Regular,Regular Gasoline,34546,Lexus,CT 200h,Compact Cars,2014,Hybrid,202V Ni-MH,Mon Nov 04 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
30,30.2337,0,2,All-Wheel Drive,Regular,Regular Gasoline,34547,Subaru,XV Crosstrek Hybrid AWD,Small Sport Utility Vehicle 4WD,2014,Hybrid,101V Ni-MH,Mon Nov 04 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
30,29.5511,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,34596,Acura,RLX Hybrid,Midsize Cars,2014,Hybrid,260V Li-Ion,Wed Dec 18 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
37,36.6693,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,34597,Hyundai,Sonata Hybrid,Midsize Cars,2014,Hybrid,270V Li-Ion,Wed Dec 18 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
37,36.5085,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,34598,Hyundai,Sonata Hybrid Limited,Midsize Cars,2014,Hybrid,270V Li-Ion,Wed Dec 18 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
31,30.7417,0,3.5,Rear-Wheel Drive,Premium,Premium Gasoline,34607,Infiniti,Q70 Hybrid,Midsize Cars,2014,Hybrid,346V Li-Ion,Wed Dec 18 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
37,36.6693,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,34610,Kia,Optima Hybrid,Midsize Cars,2014,Hybrid,270V Li-Ion,Wed Dec 18 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
36,35.9523,0,2.4,Front-Wheel Drive,Regular,Regular Gasoline,34611,Kia,Optima Hybrid EX,Midsize Cars,2014,Hybrid,270V Li-Ion,Wed Dec 18 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017
50,49.5685,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,34639,Toyota,Prius c,Compact Cars,2014,Hybrid,144V Ni-MH,Thu Dec 19 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016
39,38.5532,0,2,Front-Wheel Drive,Regular,Regular Gasoline,34696,Ford,C-MAX Hybrid FWD,Large Cars,2014,Hybrid,280V Li-Ion,Wed Jan 22 00:00:00 EST 2014,Mon Sep 26 00:00:00 EDT 2016
44,43.8792,0,1.5,Front-Wheel Drive,Regular,Regular Gasoline,34719,Honda,Civic Hybrid,Compact Cars,2014,Hybrid,144V Li-Ion,Fri Feb 07 00:00:00 EST 2014,Mon Sep 26 00:00:00 EDT 2016
28,27.6799,0,3.5,All-Wheel Drive,Regular,Regular Gasoline,34723,Toyota,Highlander Hybrid AWD,Standard Sport Utility Vehicle 4WD,2014,Hybrid,288V Ni-MH,Fri Feb 07 00:00:00 EST 2014,Tue Sep 11 00:00:00 EDT 2018
28,28.1365,0,3.5,All-Wheel Drive,Regular,Regular Gasoline,34724,Toyota,Highlander Hybrid AWD LE Plus,Standard Sport Utility Vehicle 4WD,2014,Hybrid,288V Ni-MH,Fri Feb 07 00:00:00 EST 2014,Tue Sep 11 00:00:00 EDT 2018
29,29.4292,0,3.5,Front-Wheel Drive,Premium,Premium Gasoline,34779,Lexus,RX 450h,Small Sport Utility Vehicle 2WD,2015,Hybrid,288V Ni-MH,Fri Mar 21 00:00:00 EDT 2014,Wed Apr 05 00:00:00 EDT 2017
28,28.3029,0,3.5,All-Wheel Drive,Premium,Premium Gasoline,34782,Lexus,RX 450h AWD,Small Sport Utility Vehicle 4WD,2015,Hybrid,288V Ni-MH,Fri Mar 21 00:00:00 EDT 2014,Wed Apr 05 00:00:00 EDT 2017
